"id"	"title"	"tagnames"	"author_id"	"body"	"node_type"	"parent_id"	"abs_parent_id"	"added_at"	"score"	"state_string"	"last_edited_id"	"last_activity_by_id"	"last_activity_at"	"active_revision_id"	"extra"	"extra_ref_id"	"extra_count"	"marked"
"8593"	"Homework Correction"	"cs101 correction homework"	"100002588"	"<p>How will I know whether the answers/code I posted within the homework is correct or not?</p>"	"question"	"\N"	"\N"	"2012-02-28 13:22:09.077481+00"	"0"	""	"\N"	"100003724"	"2012-02-28 13:35:11.421483+00"	"11044"	"\N"	"\N"	"294"	"f"
"9129"	"a problem in the answers"	"cs101 try again question"	"100000710"	"<p>In the 101 class, video 'Return Statement', it says 'url, (in one answer box) and  end_quote in the other are the correct answers, but when I put those it, it says 'TRY AGAIN'  What is the problem here, please?</p>"	"question"	"\N"	"\N"	"2012-02-28 19:27:28.969722+00"	"0"	""	"\N"	"100000710"	"2012-02-28 21:34:28.676391+00"	"11741"	"\N"	"\N"	"198"	"f"
"1124"	"Console in vids"	"cs101 tools"	"100000722"	"<p>Does anyone know what the programing console is that is being used in the videos?   (or something similar that'll work with win7)</p>"	"question"	"\N"	"\N"	"2012-02-22 02:10:57.499916+00"	"0"	""	"\N"	"100005361"	"2012-02-25 18:03:33.910962+00"	"1449"	"\N"	"\N"	"283"	"f"
"6208"	"interpreter"	"cs101 interpreter"	"100003096"	"<p>Where can I start interpreter on my chrome browser?</p>"	"question"	"\N"	"\N"	"2012-02-26 09:00:26.423569+00"	"0"	""	"\N"	"100008371"	"2012-02-26 11:12:28.772535+00"	"8073"	"\N"	"\N"	"177"	"f"
"5894"	"Video materials"	"cs101 materials video"	"100002501"	"<p>Just wondered what you were using to write during the video recordings. I like the way one can see the writing through the hand. </p>"	"question"	"\N"	"\N"	"2012-02-25 22:37:47.258247+00"	"0"	""	"\N"	"100004161"	"2012-02-25 22:39:46.936696+00"	"7645"	"\N"	"\N"	"149"	"f"
"6844"	"Unit Two Availability"	"cs101 two unit availability"	"100003009"	"<p>Just wondering when the unit material might be available?<br>
I would love to get a jump on the work.  </p>
<p>Thanks, <br>
Mike</p>"	"question"	"\N"	"\N"	"2012-02-27 02:40:58.563739+00"	"2"	""	"\N"	"100007586"	"2012-02-27 04:38:11.825277+00"	"8904"	"\N"	"\N"	"282"	"f"
"6116"	"Profile Picture"	"cs101 profile"	"100002854"	"<p>I still could not change my profile picture using Gravatar. How do I do it?</p>"	"question"	"\N"	"\N"	"2012-02-26 06:23:44.121986+00"	"0"	"(wiki)"	"\N"	"100007850"	"2012-02-27 06:15:15.403078+00"	"7962"	"\N"	"\N"	"267"	"f"
"1566"	"Why don't have homework exercise?"	"cs101 homework"	"100000539"	"<p>Dear all, I can not find the homework exercise of this course. Can you help me? Thanks</p>"	"question"	"\N"	"\N"	"2012-02-22 12:52:33.758675+00"	"0"	""	"\N"	"100000461"	"2012-02-22 13:12:00.42266+00"	"2015"	"\N"	"\N"	"414"	"f"
"2635"	"Spirit Age Quiz"	"cs101 python run quiz programming question"	"100000997"	"<p>I did this programming which is different from whatever is shown in the solution video. But I submitted and it says ""You got it right"". Please check whether I'm correct or not.</p>
<p>years = 23 <br>
days = 365<br>
age = years * days<br>
print age</p>"	"question"	"\N"	"\N"	"2012-02-23 06:36:07.309317+00"	"1"	""	"10125"	"100001392"	"2012-02-23 06:42:56.815738+00"	"3376"	"\N"	"\N"	"621"	"f"
"58203"	"Exercise 5 Final exam: worst case in tricky_loop function"	"cs101 finalexam finalexam7.5"	"100004621"	"<p>Content deleted by its author.</p>"	"question"	"\N"	"\N"	"2012-04-06 12:11:03.316991+00"	"0"	"(closed)"	"194024"	"100004621"	"2012-04-10 09:09:17.87808+00"	"77226"	"\N"	"\N"	"387"	"t"
"1504"	"Python Interpreter on Web Browser?"	"cs101 python"	"100000918"	"<p>How has the team embedded the python interpreter on to the web browser?</p>"	"question"	"\N"	"\N"	"2012-02-22 11:31:20.253735+00"	"1"	""	"\N"	"100005361"	"2012-03-03 18:49:12.03326+00"	"1937"	"\N"	"\N"	"2262"	"f"
"9997"	"wat's happening???"	"cs101 homework-2"	"100003181"	"<p>Right now while trying to execute the codes of homework-2 nothing is coming up on the execution screen while clicking on run....anyone else facing the same problem???</p>"	"question"	"\N"	"\N"	"2012-02-29 05:11:14.993083+00"	"0"	"(closed)"	"33941"	"100001295"	"2012-02-29 05:17:32.487908+00"	"12839"	"\N"	"\N"	"187"	"t"
"9469"	"In the solution of last question of unit 2 , the get_page(""http://..."") method is called in the print statement.. Does any one have any idea how to implement this."	"cs101 print unit2 all links"	"100000262"	""	"question"	"\N"	"\N"	"2012-02-28 22:24:35.371143+00"	"1"	""	"\N"	"100000262"	"2012-02-28 22:27:01.816121+00"	"12179"	"\N"	"\N"	"172"	"f"
"11936"	"` What does the sign ""=>"" mean?"	"cs101 mathmatical sign"	"100006977"	"<p>`The sign, ""=&gt;' is used in the answer page of the quiz 13 of UNIT 2.</p>
<p>Thanks</p>"	"question"	"\N"	"\N"	"2012-03-01 03:24:29.288718+00"	"0"	""	"\N"	"100006977"	"2012-03-01 03:47:22.278776+00"	"15309"	"\N"	"\N"	"339"	"f"
"7425"	"Can someone explain 'karma' and how it works?"	"cs101 karma"	"100000710"	"<p>As above</p>"	"question"	"\N"	"\N"	"2012-02-27 20:24:01.642919+00"	"0"	"(closed)"	"61305"	"100000710"	"2012-03-05 06:47:03.026441+00"	"9610"	"\N"	"\N"	"3322"	"t"
"3459"	"python web interpreter"	"cs101 python web interpreter"	"100001912"	"<p>Where do we get access to the web interpreter?</p>"	"question"	"\N"	"\N"	"2012-02-23 18:05:30.484427+00"	"1"	""	"\N"	"100007828"	"2012-07-15 08:06:57.19418+00"	"4474"	"\N"	"\N"	"1844"	"f"
"3514"	"Dominican Republic People"	"cs101 country"	"100007764"	"<p>I would like to know the dominican Republic members Present here.</p>
<p>Saludos!!!</p>"	"question"	"\N"	"\N"	"2012-02-23 18:45:42.624374+00"	"1"	"(wiki)"	"13358"	"100001250"	"2012-03-13 15:39:17.851997+00"	"4546"	"\N"	"\N"	"171"	"f"
"3556"	"why doesn't this code work?last homework assignment.do i have to write a code for  x or for any number?"	"cs101 assignment last homework"	"100002011"	"<p>str(x)<br>
x[0]</p>"	"question"	"\N"	"\N"	"2012-02-23 19:12:21.309535+00"	"0"	""	"\N"	"100002172"	"2012-02-24 06:26:22.089312+00"	"4600"	"\N"	"\N"	"364"	"f"
"8432"	"cannot see python editor"	"cs101 python run characters"	"100003478"	"<p>I cannot see the character when I enter them into the ""run"" box.</p>
<p>I can paste from other tool to get success but dont see what I type.</p>"	"question"	"\N"	"\N"	"2012-02-28 10:24:07.016029+00"	"0"	""	"29512"	"100004070"	"2012-02-28 11:46:52.192602+00"	"10853"	"\N"	"\N"	"197"	"f"
"2003918"	""	"cs101 "	"100012219"	"<p>When I debug using print, I tend to just put a few print statements in depending on what sort of errors I'm going. I don't want to have to read through thousands of lines to debug what I'm doing. I want concise messages where I can compare the things that I suspect are not working correctly. I suppose I analyse the error to see what part of the code was missed and then put messages above that part to see why the code never reaches it. </p>
<p>However, everyone things and works differently and I think it's important to use whatever works for you. My friend always uses a debugger, whereas I only tend to resort to that when I can't use print for some reason.</p>"	"answer"	"2003870"	"2003870"	"2012-05-03 08:08:24.949084+00"	"0"	""	"\N"	"100017595"	"2012-05-03 13:47:29.971899+00"	"2005035"	"\N"	"\N"	"0"	"f"
"2034"	""	"cs101 "	"100001103"	"<p>from Bangalore ... working :)</p>"	"answer"	"2027"	"2027"	"2012-02-22 19:38:52.549367+00"	"0"	""	"\N"	"100001103"	"2012-02-22 19:38:52.549367+00"	"2629"	"\N"	"\N"	"0"	"f"
"11476"	"HW1 grading"	"cs101 homework grading"	"100002767"	"<p>Where i can see my HW grading?</p>"	"question"	"\N"	"\N"	"2012-03-01 00:53:01.727868+00"	"0"	"(closed)"	"45789"	"100002767"	"2012-03-02 00:56:21.670342+00"	"14736"	"\N"	"\N"	"205"	"t"
"50674"	"Make your self popular?"	"cs101 u6.20"	"100007368"	"<p>I realize the professor's suggestion is a valid recursive definition, but if a person is allowed to be her own friend, would the popularity score for the person not be at least equal to t?  </p>"	"question"	"\N"	"\N"	"2012-03-28 21:11:35.652167+00"	"1"	""	"160491"	"100007368"	"2012-03-28 21:11:54.452685+00"	"67070"	"\N"	"\N"	"95"	"f"
"9738"	"when the answers of Unit 1 homework are going to be posted?"	"cs101 of the when unit answers"	"100002404"	"<p>when the answers of Unit 1 homework are going to be posted? </p>"	"question"	"\N"	"\N"	"2012-02-29 01:48:30.897079+00"	"0"	""	"\N"	"100005361"	"2012-02-29 01:54:05.477993+00"	"12535"	"\N"	"\N"	"243"	"f"
"5825"	"Hello All ! Can someone please help?"	"cs101 help"	"100003754"	"<p>For #38 (I Put)</p>
<p>start_link= page.find('&lt;a herf=')       Then I hit (Submit)</p>
<p>Top of page said (You got it right!)<br>
Bottom of page said  (Your submission was incorrect. Hmm...you did intialize start_link to aninteger,<br>
                      but it seems that it was incorrect. Did you make sure to search for '&lt;aherf='?)<br>
    What did I do wrong?</p>"	"question"	"\N"	"\N"	"2012-02-25 21:30:37.042746+00"	"0"	"(closed)"	"21451"	"100003754"	"2012-02-25 22:59:22.87858+00"	"7567"	"\N"	"\N"	"182"	"t"
"3035"	"Homework  #1. Where is the sample web page?"	"cs101 sample webpage homework"	"100001078"	"<p>I can't see it in the Instructors Comments</p>"	"question"	"\N"	"\N"	"2012-02-23 12:55:28.210071+00"	"0"	""	"\N"	"100001078"	"2012-02-23 14:08:27.598123+00"	"3906"	"\N"	"\N"	"547"	"f"
"3441"	"CS101 homework Unit1, question 1"	"cs101 unit1"	"100001360"	"<p>For homework question 1, are we to view the data in the Instructor Comments section in order to get the answer to the question?  Is the Instructor Comments section subject matter for the question?</p>"	"question"	"\N"	"\N"	"2012-02-23 17:55:37.06868+00"	"0"	""	"\N"	"100001112"	"2012-02-23 17:57:38.93361+00"	"4454"	"\N"	"\N"	"584"	"f"
"3395"	"Unit one HW Sample Page"	"cs101 homework"	"100008028"	"<p>Like many others, I'm unable to see the sample page for the homework. I've tried several things to get it to appear with no luck. Could someone be so kind as to post the sample page here? Thanks!</p>"	"question"	"\N"	"\N"	"2012-02-23 17:27:42.908664+00"	"0"	""	"\N"	"100004081"	"2012-02-23 17:32:33.892127+00"	"4392"	"\N"	"\N"	"125"	"f"
"10009"	"Question 26 Break"	"cs101 question2.26 bug"	"100001382"	"<p>The question for the Break statement is not displayed properly to allow for answering.</p>"	"question"	"\N"	"\N"	"2012-02-29 05:14:57.802035+00"	"0"	""	"36529"	"100000461"	"2012-02-29 19:41:32.278885+00"	"14057"	"\N"	"\N"	"131"	"f"
"40"	"N/A null character"	"cs101 china qqgroup chinese"	"100000093"	"<p>N/A null character</p>"	"question"	"\N"	"\N"	"2012-02-21 04:02:32.476125+00"	"0"	""	"216573"	"100000093"	"2012-05-12 13:29:33.335605+00"	"89433"	"\N"	"\N"	"959"	"f"
"10905"	"Homework #1 Grading"	"cs101 homework1 grading"	"100004371"	"<p>When and how are we to get feedback on homework #1?  Looking forward to learning more from that.</p>"	"question"	"\N"	"\N"	"2012-02-29 19:02:51.968797+00"	"0"	""	"\N"	"100005995"	"2012-03-05 18:20:42.485817+00"	"13981"	"\N"	"\N"	"472"	"f"
"11684"	"why am i wrong?"	"cs101 2 unit"	"100000613"	"<p>why is this wrong?</p>
<p><code><a href=""http://i.imgur.com/9cRvp.png"" rel=""nofollow"">http://i.imgur.com/9cRvp.png</a></code> link</p>"	"question"	"\N"	"\N"	"2012-03-01 01:51:13.641117+00"	"0"	""	"38310"	"100005361"	"2012-03-01 01:53:47.008432+00"	"15018"	"\N"	"\N"	"362"	"f"
"11064"	"Homework #1 Help"	"cs101 homework1 help"	"100004448"	"<p>Hey.<br>
Could someone please tell me how could I am supposed to submit my homework?</p>"	"question"	"\N"	"\N"	"2012-02-29 20:53:48.775875+00"	"0"	""	"\N"	"100005955"	"2012-02-29 21:25:11.509887+00"	"14212"	"\N"	"\N"	"190"	"f"
"9588"	"What does this mean: ""X penalised You in 0 reputation points""?"	"cs101 penalised reputation points"	"100005437"	"<p>Anyone knows what this means???</p>
<blockquote>
<p>""X penalised You in 0 reputation points""</p>
</blockquote>"	"question"	"\N"	"\N"	"2012-02-28 23:29:47.659266+00"	"0"	""	"\N"	"100005396"	"2012-03-02 06:37:06.180713+00"	"12336"	"\N"	"\N"	"239"	"f"
"10198"	"Looking for an AI class?"	"cs101 ai udacity classes"	"100002607"	"<p>I'm taking AI this semester and i noticed that the course had been given here on Udacity. It would be great if you point me a website that has AI class that starts soon.</p>"	"question"	"\N"	"\N"	"2012-02-29 08:11:58.756631+00"	"0"	""	"\N"	"100002607"	"2012-04-20 16:39:08.319993+00"	"13076"	"\N"	"\N"	"385"	"f"
"1290"	""	"cs101 "	"100000771"	"<p>I am a student working on a Masters in Biblical and Theological studies.</p>"	"answer"	"9"	"9"	"2012-02-22 05:22:32.030759+00"	"0"	""	"\N"	"100000771"	"2012-02-22 05:22:32.030759+00"	"1676"	"\N"	"\N"	"0"	"f"
"2003015"	""	"cs101 "	"100016513"	"<p>Hi Christian, Thanks for your answer!</p>
<p>What you mean is that if i use the returned result of compare_elements(p) in the main function, or assign a variable to that and use and if or something like that with the returned result;  then it would recognize correctly the duplicates with the correct sudoku_sum but still being not valid entries for the program?</p>"	"answer"	"2002959"	"2002959"	"2012-04-28 16:10:26.202338+00"	"0"	""	"\N"	"100016513"	"2012-04-28 16:10:26.202338+00"	"2003857"	"\N"	"\N"	"0"	"f"
"797"	"[BUG] Links from emails are incorrect"	"cs101 bug forum emails"	"100008612"	"<p>Environment: Win 7 + Chrome;</p>
<p>Open your mailbox and follow the links from ""New answer to..."" email. </p>
<p>Actual: links leading to users or to posts are incorrect.</p>"	"question"	"\N"	"\N"	"2012-02-21 19:53:49.442119+00"	"2"	""	"\N"	"100006204"	"2012-02-21 20:36:45.721038+00"	"1065"	"\N"	"\N"	"206"	"f"
"8285"	"characters or positions???"	"cs101 positions characters"	"100002813"	"<p>when you think in long sentences I come to realize that de computer takes a space characert as a N° of position. Am I right? It's not deductible from the class and I guess It's why I'm messing .</p>"	"question"	"\N"	"\N"	"2012-02-28 07:34:27.529528+00"	"0"	""	"\N"	"100008086"	"2012-02-29 09:26:28.843503+00"	"10670"	"\N"	"\N"	"190"	"f"
"52130"	"Printable version of homeworks"	"cs101 foyebrainet"	"100006041"	"<p>Please,who can provide me the link to printable version of homework and answers</p>"	"question"	"\N"	"\N"	"2012-03-30 20:53:28.391185+00"	"0"	""	"\N"	"100008268"	"2012-03-30 21:49:49.381245+00"	"68994"	"\N"	"\N"	"94"	"f"
"10317"	"Unit 2 Return Statement Question"	"cs101 quiz ambiguity unit2.6"	"100004106"	"<p>I think marking the answer url, end_quote as incorrect could be misleading as a comma is required to separate the return expressions and more especially so given the supplied video answer includes the comma. Just an opinion.</p>"	"question"	"\N"	"\N"	"2012-02-29 11:06:44.785396+00"	"1"	""	"34853"	"100000587"	"2012-02-29 11:40:43.28408+00"	"13255"	"\N"	"\N"	"217"	"f"
"85"	"Error in ""What is a Programming Language"" quiz?"	"cs101 udacity error quiz"	"100000071"	"<p>The quiz seems to be rejecting all answers and all possible combinations of answers. Is anyone else having the same problem?</p>"	"question"	"\N"	"\N"	"2012-02-21 04:48:03.320193+00"	"7"	""	"\N"	"100006552"	"2012-02-28 01:22:59.719364+00"	"88"	"\N"	"\N"	"1482"	"f"
"2118"	"Greek students"	"cs101 greek demographics offtopic greece"	"100000691"	"<p>Anyone Greek?</p>"	"question"	"\N"	"\N"	"2012-02-22 20:59:34.055386+00"	"4"	""	"200322"	"100096438"	"2013-09-22 10:12:55.324636+00"	"84492"	"\N"	"\N"	"1349"	"f"
"9004128"	""	"ph100 "	"100007518"	"<p>There's actually no difference! The g in mg is NOT different than what we've been dealing with for acceleration. In fact, Newtons / kg is actually the SAME unit as m/s^2, since a Newton is actually the same as 1 kg * m / s^2.</p>"	"comment"	"9004095"	"9004095"	"2012-07-11 16:36:35.460691+00"	"1"	""	"\N"	"100007518"	"2012-07-11 16:36:35.460691+00"	"9005383"	"\N"	"\N"	"0"	"f"
"1010843"	"Particle filters v Kalman filters"	"cs373 unit3 particle-filters kalman-filter"	"100010190"	"<p>Does anyone have any prior experience with using both Particle filters and Kalman filters?<br>
Are they typically used separately or integrated?</p>"	"question"	"\N"	"\N"	"2012-03-02 22:35:32.67706+00"	"0"	"(closed)"	"1044383"	"100010190"	"2012-03-03 20:41:05.388656+00"	"1014888"	"\N"	"\N"	"1158"	"t"
"6822"	"interesting tag"	"cs101 interesting tag settings"	"100003202"	"<p>So, i was looking at my profile settings, email notification settings to be precise and there is auto subscribe with All questions matching my interesting tags radio button, so then i think of inputing what might be my interest tag, but i can't find anywhere i can put those tags, anyone know or maybe udacity had their own way on deciding what my interest tag might be?</p>"	"question"	"\N"	"\N"	"2012-02-27 02:08:23.49372+00"	"0"	"(closed)"	"28125"	"100003202"	"2012-02-28 02:48:19.997784+00"	"8882"	"\N"	"\N"	"306"	"t"
"15597"	"Unit 2 HW 2"	"cs101 hw2.2"	"100002803"	"<p>in Unit-2, HW-2, what's the meaning of 'if not test(b):' ??</p>"	"question"	"\N"	"\N"	"2012-03-02 20:26:55.239881+00"	"0"	""	"49773"	"100005632"	"2012-03-02 20:49:16.586711+00"	"20213"	"\N"	"\N"	"228"	"f"
"2097"	"Other languages"	"cs101 languages other"	"100000691"	"<p>why we use the Python language in this course and what is the difference between other languages?<br>
Thank you in advane.........</p>"	"question"	"\N"	"\N"	"2012-02-22 20:34:24.36724+00"	"0"	""	"\N"	"100000691"	"2012-02-23 08:07:22.797128+00"	"2710"	"\N"	"\N"	"267"	"f"
"11755"	"HW 1-5 has a really un-intuitive result"	"cs101 hw1-5"	"100004823"	"<p>I say this because supposing x = ''...</p>
<p>print x[0] results in error, but somehow<br>
print x[0:] does not.  Because of this strange behavior this was my one incorrect question on the homework.  Can anyone explain what Guido was thinking!?</p>"	"question"	"\N"	"\N"	"2012-03-01 02:12:32.444291+00"	"2"	""	"\N"	"100003356"	"2012-03-02 03:36:08.012284+00"	"15093"	"\N"	"\N"	"237"	"f"
"12069"	"Course content"	"cs101 content course"	"100004776"	"<p>Course content would not work for me yesterday and today so I could not finish my homework. Why did this happen?</p>"	"question"	"\N"	"\N"	"2012-03-01 04:05:21.529019+00"	"0"	""	"\N"	"100004776"	"2012-03-01 04:05:21.529019+00"	"15479"	"\N"	"\N"	"175"	"f"
"11605"	"How long until homework is graded?"	"cs101 homework"	"100004097"	"<p>Just curious - what is the typical / expected lag time between submitting homework and seeing the grading?</p>
<p>Thanks</p>"	"question"	"\N"	"\N"	"2012-03-01 01:34:14.898886+00"	"0"	""	"\N"	"100008647"	"2012-03-01 01:35:26.812134+00"	"14900"	"\N"	"\N"	"92"	"f"
"8871"	""	"cs101 "	"100002419"	"<p>24 male here .               </p>"	"answer"	"8510"	"8510"	"2012-02-28 16:33:28.036305+00"	"0"	""	"\N"	"100002419"	"2012-02-28 16:33:28.036305+00"	"11405"	"\N"	"\N"	"0"	"f"
"11660"	"Why is this incorrect?? hw 1.8"	"cs101 hw1.8 homework"	"100000540"	"<p>This is my code. It output position 18 which is correct and when there is only 1 'zip' it output -1 then how is this incorrect?<br>
text = ""all zip files are zipped"" <br>
print text.find('zip', 5)</p>"	"question"	"\N"	"\N"	"2012-03-01 01:46:33.345649+00"	"0"	""	"\N"	"100007303"	"2012-03-01 02:25:07.404068+00"	"14970"	"\N"	"\N"	"203"	"f"
"12192"	"OFFICE HOURS??"	"cs101 hours office"	"100004826"	"<p>Are they will have percentage of note in this course Search Engine??<br>
Regards from CHILE, excuse me my inglish.</p>"	"question"	"\N"	"\N"	"2012-03-01 04:40:28.589006+00"	"0"	""	"\N"	"100001815"	"2012-03-01 04:44:40.735862+00"	"15622"	"\N"	"\N"	"212"	"f"
"9782"	"Unit 1 quiz testing2"	"cs101 quiz"	"100004053"	"<p>Hi </p>
<p>I don't understand that why 'ada'.find('') returns value of 0 instead of -1? Does it mean nothing can be anything? what's the insight of it? Please help. <br>
Thanks!</p>"	"question"	"\N"	"\N"	"2012-02-29 02:26:00.011653+00"	"0"	""	"\N"	"100004053"	"2012-02-29 03:15:24.097207+00"	"12581"	"\N"	"\N"	"106"	"f"
"9712"	"get_page method"	"cs101 method get_page unit_2"	"100005056"	"<p>Can you provide us the get_page method which appears in Unit 2 ?</p>"	"question"	"\N"	"\N"	"2012-02-29 01:28:32.6472+00"	"0"	""	"\N"	"100001004"	"2012-03-01 03:42:32.79098+00"	"12507"	"\N"	"\N"	"230"	"f"
"11237"	"When will homework be graded?"	"cs101 homework"	"100004292"	"<p>I'm just wondering when I can find out how I did. Anyone know?</p>"	"question"	"\N"	"\N"	"2012-02-29 22:56:16.567828+00"	"0"	""	"\N"	"100004268"	"2012-03-01 00:07:44.900503+00"	"14433"	"\N"	"\N"	"179"	"f"
"4546"	"Homework1: Only CS101 taught syntax"	"cs101 homework syntax"	"100001275"	"<p>Is CS101 homework restricted to unit 1 taught syntax or I can use other syntax ?</p>"	"question"	"\N"	"\N"	"2012-02-24 13:05:03.717323+00"	"0"	""	"\N"	"100004729"	"2012-02-25 16:33:59.989058+00"	"5864"	"\N"	"\N"	"467"	"f"
"10737"	"Search produces 500 Error"	"cs101 search bug"	"100004081"	"<p>Maybe the whole system isn't up and running yet, but the search produces a 500 Error for me.</p>"	"question"	"\N"	"\N"	"2012-02-29 17:21:54.754327+00"	"1"	""	"\N"	"100008573"	"2012-03-01 03:52:27.692351+00"	"13774"	"\N"	"\N"	"215"	"f"
"1021"	"CS 101 Capital Udacity Quiz Question"	"cs101 captial udacity quiz"	"100006887"	"<p>When you change the U to a capital U in udacity, is it more efficient to do a concatenation or use the upper function on the string?</p>"	"question"	"\N"	"\N"	"2012-02-22 00:06:00.234017+00"	"0"	""	"\N"	"100000815"	"2012-02-22 03:03:44.249563+00"	"1334"	"\N"	"\N"	"557"	"f"
"5155"	"Lessons and Quizzes Required?"	"cs101 lessons quizzes required progress"	"100000824"	"<p>Glad to see the check marks on the lessons! Now I am wondering if am required to finish each lesson and quiz, and get those check marks. Is it OK to skip some lessons and just do the homework?</p>"	"question"	"\N"	"\N"	"2012-02-25 01:20:20.122434+00"	"0"	""	"\N"	"100003234"	"2012-02-25 01:23:37.529279+00"	"6687"	"\N"	"\N"	"189"	"f"
"4739"	"HW1 Part 3 - What does ""a,x = x,a"" mean?"	"cs101 hw1.3homework"	"100002512"	"<p>I don't remember using this syntax at all (comma between numbers)?</p>
<pre><code>a,x = x,a
</code></pre>"	"question"	"\N"	"\N"	"2012-02-24 16:15:18.428925+00"	"2"	""	"36509"	"100000461"	"2012-02-29 19:28:18.140869+00"	"14047"	"\N"	"\N"	"1623"	"f"
"20271"	"Homework2 Question 1 Help"	"ps2-1 cs101 m-48727559"	"100005855"	"<p>Could someone please explain to me how it is done?</p>"	"question"	"\N"	"\N"	"2012-03-05 22:34:27.718578+00"	"0"	""	"100077508"	"100044609"	"2013-05-22 21:09:46.832786+00"	"100013555"	"\N"	"\N"	"361"	"f"
"10337"	"Lecture notes for Unit 1"	"cs101 lecture notes"	"100004165"	"<p>Could we get downloadable lecture notes for unit one too?</p>"	"question"	"\N"	"\N"	"2012-02-29 11:39:16.510298+00"	"1"	""	"\N"	"100006976"	"2012-02-29 11:40:40.635488+00"	"13267"	"\N"	"\N"	"295"	"f"
"30129"	"I need help"	"cs101 udacity"	"100007883"	"<p>What is the homework. Can someone teach me hw to use this udacity and hw to watch the class videos and hw to take home work</p>"	"question"	"\N"	"\N"	"2012-03-10 07:57:35.049677+00"	"0"	"(wiki)"	"96428"	"100000519"	"2012-03-10 08:06:52.730138+00"	"39393"	"\N"	"\N"	"95"	"f"
"10444"	"homework 1"	"cs101 meta"	"100004159"	"<p>hello sir, <br>
           i have completed my homework-1 but i am not sure of few answers. So how can we know the answers?</p>"	"question"	"\N"	"\N"	"2012-02-29 13:43:47.772097+00"	"0"	""	"100074700"	"100008243"	"2012-02-29 13:44:56.480121+00"	"100012875"	"\N"	"\N"	"168"	"f"
"5568"	"homework 1 question"	"cs101 answers posting homework"	"100002239"	"<p>Just because I didn't quite know how to do this, I went back on some of the homework and entered again. The answers did not change, just presented differently, I hope this was not a violation, it didn't mind saving again?</p>"	"question"	"\N"	"\N"	"2012-02-25 15:07:29.864571+00"	"0"	"(closed)"	"57178"	"100008243"	"2012-03-04 14:39:28.595407+00"	"7244"	"\N"	"\N"	"260"	"t"
"9223"	"how to get all page source in "" page "" variable ?"	"cs101 source geting page"	"100001105"	"<p>how can I use ""get_page"" to get all the link on page variable ? ,In the last lecture ""get_page "" is very confusion </p>"	"question"	"\N"	"\N"	"2012-02-28 20:18:59.101149+00"	"0"	"(wiki)"	"31696"	"100001004"	"2012-03-01 03:44:11.402995+00"	"11872"	"\N"	"\N"	"250"	"f"
"1029"	"Python Interperator"	"cs101 python"	"100004506"	"<p>Where is the python interperator thats supposed to be running in our browser?</p>"	"question"	"\N"	"\N"	"2012-02-22 00:14:39.896667+00"	"0"	""	"\N"	"100000238"	"2012-02-22 00:19:29.906618+00"	"1342"	"\N"	"\N"	"214"	"f"
"2001434"	""	"cs101 "	"100012219"	"<p>We get as far as a search engine which will run locally, but no CLI/GUI.</p>"	"answer"	"2001424"	"2001424"	"2012-04-20 04:57:13.340826+00"	"0"	""	"\N"	"100012219"	"2012-04-20 04:57:13.340826+00"	"2001797"	"\N"	"\N"	"0"	"f"
"38154"	""	"cs101 "	"100005351"	"<p>37/male here.</p>"	"answer"	"8510"	"8510"	"2012-03-15 01:30:28.988949+00"	"0"	""	"\N"	"100005351"	"2012-03-15 01:30:28.988949+00"	"49935"	"\N"	"\N"	"0"	"f"
"2000782"	""	"cs101 "	"100012446"	"<p>When you are going on freenode, there are a couple extra security measures you may want to use. While not required, getting into a habit of these is good practice.</p>
<p>One of which is already mentioned on the first IRC guide is connecting to Freenode with SSL (through port 7000). This adds the same layer of online protection that you use to do any banking/purchasing online.</p>
<p>When you are logged in you should try to find a unregistered ""nickname"" and register it. Once you get that done you can go to #freenode channel and request having a ""Cloak"" applied to your nickname. One of the reasons is that without a cloak someone can easily look up your IP Address through your hostname which usually looks something like ""12-34-5-678.LA.fios.verizon"" . You can check this with Xchat by right clicking on somebody's (or your own) nickname. With a cloak you are simply seen as ""unaffiliated/yournicknamehere.""</p>
<p>Hope this helps!</p>"	"answer"	"2000284"	"2000284"	"2012-04-18 18:31:35.555343+00"	"1"	""	"\N"	"100012446"	"2012-04-18 18:31:35.555343+00"	"2000941"	"\N"	"\N"	"0"	"f"
"56"	"IE9 64-bit has issues with the online interpreter"	"cs101 ie9 64-bit"	"100000014"	"<p>You can't actually type any code with it! Chrome works just fine though:)</p>"	"question"	"\N"	"\N"	"2012-02-21 04:22:31.034766+00"	"1"	""	"\N"	"100002312"	"2012-04-03 16:40:36.166512+00"	"58"	"\N"	"\N"	"406"	"f"
"6892"	"Accessing course material"	"cs101 accessingmaterial"	"100002926"	"<p>I'm unable to access the drop down tabs, other than ""overview"", anyone have a suggestion.</p>"	"question"	"\N"	"\N"	"2012-02-27 03:39:20.88327+00"	"0"	""	"\N"	"100008283"	"2012-02-27 03:58:22.407612+00"	"8972"	"\N"	"\N"	"90"	"f"
